,longitude,latitude,event_type,bulletin,origin_time,depth,magnitude
event_2022_7813,20.134000,67.804,explosion,helsinki,2022-10-29T19:47:25.000000Z,0.000,1.1
event_2022_19847,-174.781300,51.8647,,leb,2022-10-29T20:08:02.360000Z,0.000,3.2
event_2022_19848,-174.576900,51.8671,,leb,2022-10-29T20:23:22.600000Z,0.000,3.2
event_2022_7814,20.215000,67.839,explosion,helsinki,2022-10-29T20:52:18.400000Z,0.000,0.9
event_2022_19849,152.500200,46.726,,leb,2022-10-29T20:58:52.370000Z,0.000,3.1
event_2022_7815,34.049000,67.618,explosion,helsinki,2022-10-29T21:39:06.500000Z,0.000,1.2
event_2022_19850,152.259200,46.6966,,leb,2022-10-29T21:42:29.550000Z,74.800,3.7
event_2022_7816,20.604000,67.155,explosion,helsinki,2022-10-29T22:07:03.500000Z,0.000,1.6
event_2022_19851,-60.358600,17.1038,,leb,2022-10-29T22:37:22.820000Z,0.000,3.6
event_2022_19852,-93.062800,15.2654,,leb,2022-10-29T23:04:01.150000Z,82.900,4.0
event_2022_7817,20.016000,67.825,explosion,helsinki,2022-10-29T23:15:13.000000Z,0.000,1.4
event_2022_7818,20.208000,67.833,explosion,helsinki,2022-10-29T23:20:37.200000Z,0.000,1.5
event_2022_19853,70.173200,38.4559,,leb,2022-10-29T23:44:36.110000Z,0.000,3.4
event_2022_19854,55.555700,27.6299,,leb,2022-10-30T00:49:06.640000Z,0.000,3.5
event_2022_7819,20.615000,67.178,explosion,helsinki,2022-10-30T01:13:50.800000Z,0.000,1.2
event_2022_7820,20.250000,67.809,explosion,helsinki,2022-10-30T01:54:30.200000Z,0.000,0.8
event_2022_19855,152.577200,47.7787,,leb,2022-10-30T02:12:00.060000Z,148.800,3.4
event_2022_19856,-165.603300,54.4188,,leb,2022-10-30T03:06:31.380000Z,107.100,3.3
event_2022_19857,80.953000,29.4167,,leb,2022-10-30T03:41:48.290000Z,0.000,3.9
event_2022_19858,20.254100,38.3296,,leb,2022-10-30T03:46:34.340000Z,0.000,2.9
event_2022_7821,20.626000,67.172,explosion,helsinki,2022-10-30T03:56:48.100000Z,0.000,1.7
event_2022_19859,20.633000,67.1894,,leb,2022-10-30T03:56:48.840000Z,0.000,2.2
event_2022_7822,30.786000,69.422,explosion,helsinki,2022-10-30T04:00:20.800000Z,0.000,
event_2022_7823,20.148000,67.813,explosion,helsinki,2022-10-30T05:32:53.200000Z,0.000,1.1
event_2022_7824,20.120000,67.823,explosion,helsinki,2022-10-30T05:35:41.500000Z,0.000,1.1
event_2022_19860,138.240900,33.4989,,leb,2022-10-30T05:58:19.240000Z,295.900,3.2
event_2022_7825,20.327000,67.838,explosion,helsinki,2022-10-30T06:33:45.400000Z,0.000,0.9
event_2022_19861,-174.407900,51.3467,,leb,2022-10-30T07:39:39.010000Z,0.000,3.9
event_2022_7826,20.155000,67.887,explosion,helsinki,2022-10-30T07:47:58.300000Z,0.000,1.1
event_2022_19862,-174.591100,51.2839,,leb,2022-10-30T07:57:06.200000Z,0.000,3.8
event_2022_19863,-174.311900,51.8836,,leb,2022-10-30T08:05:52.950000Z,0.000,4.0
event_2022_7827,20.131000,67.85,explosion,helsinki,2022-10-30T08:44:31.900000Z,0.000,0.8
event_2022_19864,20.188400,37.555,,leb,2022-10-30T08:49:08.710000Z,0.000,3.8
event_2022_7828,20.151000,67.774,explosion,helsinki,2022-10-30T08:52:04.000000Z,0.000,0.9
event_2022_19865,71.665000,36.4608,,leb,2022-10-30T09:34:30.340000Z,225.200,3.1
event_2022_7829,20.168000,67.832,explosion,helsinki,2022-10-30T10:07:43.300000Z,0.000,1.1
event_2022_7830,20.541000,67.169,explosion,helsinki,2022-10-30T10:44:46.300000Z,0.000,1.2
event_2022_7831,20.075000,67.898,explosion,helsinki,2022-10-30T11:43:53.100000Z,0.000,1.0
event_2022_7832,20.276000,67.858,explosion,helsinki,2022-10-30T12:38:19.400000Z,0.000,1.0
event_2022_7833,20.014000,67.901,explosion,helsinki,2022-10-30T13:03:08.500000Z,0.000,1.2
event_2022_7834,20.215000,67.747,explosion,helsinki,2022-10-30T14:00:56.400000Z,0.000,0.9
event_2022_19866,71.402700,36.7132,,leb,2022-10-30T14:41:07.520000Z,115.400,3.4
event_2022_19867,91.944200,25.1024,,leb,2022-10-30T14:45:04.710000Z,0.000,4.0
event_2022_7835,20.607000,67.188,explosion,helsinki,2022-10-30T15:05:45.300000Z,0.000,0.9
event_2022_7836,20.061000,67.863,explosion,helsinki,2022-10-30T15:12:20.300000Z,0.000,0.9
event_2022_7837,20.268000,67.85,explosion,helsinki,2022-10-30T16:56:52.200000Z,0.000,0.8
event_2022_7838,20.543000,67.141,explosion,helsinki,2022-10-30T17:43:06.200000Z,0.000,0.9
event_2022_7839,34.045000,67.623,explosion,helsinki,2022-10-30T18:24:29.200000Z,0.000,1.5
event_2022_7840,20.362000,67.863,explosion,helsinki,2022-10-30T18:29:51.600000Z,0.000,0.8
event_2022_19868,66.741200,28.6785,,leb,2022-10-30T18:31:02.960000Z,0.000,3.7
event_2022_19869,152.434700,48.0003,,leb,2022-10-30T19:10:16.460000Z,158.000,3.2
event_2022_9913,13.397400,66.6633,earthquake,norsar,2022-10-30T19:18:13.108000Z,10.000,1.6
event_2022_7841,20.387000,67.852,explosion,helsinki,2022-10-30T19:53:32.500000Z,0.000,1.2
event_2022_7842,33.853000,67.823,explosion,helsinki,2022-10-30T20:04:35.500000Z,0.000,1.1
event_2022_19870,142.782700,32.2573,,leb,2022-10-30T20:19:35.470000Z,0.000,3.6
event_2022_19871,125.371800,1.9635,,leb,2022-10-30T20:22:15.500000Z,0.000,3.6
event_2022_7843,20.532000,67.176,explosion,helsinki,2022-10-30T20:36:05.500000Z,0.000,1.1
event_2022_19872,126.206900,0.4272,,leb,2022-10-30T21:53:18.730000Z,50.700,4.4
event_2022_19873,99.561300,1.9078,,leb,2022-10-30T22:21:35.400000Z,176.700,4.5
event_2022_7844,20.191000,67.796,explosion,helsinki,2022-10-30T22:37:32.600000Z,0.000,0.9
event_2022_7845,20.534000,67.16,explosion,helsinki,2022-10-30T23:00:07.200000Z,0.000,1.4
event_2022_7846,20.575000,67.164,explosion,helsinki,2022-10-30T23:02:25.500000Z,0.000,1.3
event_2022_19874,94.150800,13.4493,,leb,2022-10-30T23:02:27.010000Z,0.000,3.7
event_2022_7847,20.108000,67.85,explosion,helsinki,2022-10-30T23:26:02.200000Z,0.000,0.9
event_2022_19875,129.713500,29.4992,,leb,2022-10-30T23:44:10.910000Z,64.200,3.5
event_2022_7848,20.260000,67.804,explosion,helsinki,2022-10-31T00:17:18.400000Z,0.000,0.8
event_2022_7849,20.185000,67.836,explosion,helsinki,2022-10-31T00:19:49.900000Z,0.000,1.4
event_2022_19876,39.903600,14.7551,,leb,2022-10-31T00:28:22.870000Z,0.000,2.5
event_2022_7850,20.017000,67.82,explosion,helsinki,2022-10-31T00:33:52.300000Z,0.000,0.8
event_2022_7851,20.225000,67.816,explosion,helsinki,2022-10-31T00:34:59.700000Z,0.000,1.1
event_2022_19877,96.531300,26.5444,,leb,2022-10-31T00:45:54.750000Z,0.000,4.8
event_2022_19878,51.959000,28.5249,,leb,2022-10-31T01:12:16.030000Z,0.000,2.6
event_2022_19879,127.607400,5.1447,,leb,2022-10-31T02:06:07.840000Z,249.500,3.4
event_2022_7852,20.534000,67.173,explosion,helsinki,2022-10-31T02:19:13.800000Z,0.000,2.0
event_2022_19880,20.591600,67.2284,,leb,2022-10-31T02:19:14.740000Z,0.000,2.1
event_2022_19881,106.977500,-7.3538,,leb,2022-10-31T03:05:59.170000Z,69.100,4.3
event_2022_7853,20.405000,67.829,explosion,helsinki,2022-10-31T03:40:09.800000Z,0.000,0.7
event_2022_7854,30.770000,69.403,explosion,helsinki,2022-10-31T04:00:09.600000Z,0.000,1.1
event_2022_19882,141.787800,27.6712,,leb,2022-10-31T04:06:37.580000Z,51.200,3.5
event_2022_19883,138.788400,30.2525,,leb,2022-10-31T04:22:38.040000Z,441.500,3.0
event_2022_19884,140.370600,30.0545,,leb,2022-10-31T04:50:38.470000Z,142.100,3.4
event_2022_7855,33.877000,67.625,explosion,helsinki,2022-10-31T05:55:20.100000Z,0.000,1.3
event_2022_7856,20.541000,67.175,explosion,helsinki,2022-10-31T06:18:21.700000Z,0.000,1.7
event_2022_7857,20.358000,67.894,explosion,helsinki,2022-10-31T08:03:59.100000Z,0.000,1.4
event_2022_7858,28.909000,60.72,explosion,helsinki,2022-10-31T08:38:03.600000Z,0.000,1.6
event_2022_19885,121.401300,22.7637,,leb,2022-10-31T08:48:26.420000Z,0.000,3.8
event_2022_19886,144.361100,21.2461,,leb,2022-10-31T08:57:20.830000Z,0.000,3.8
event_2022_9914,8.129200,76.3888,earthquake,norsar,2022-10-31T09:27:02.468000Z,10.000,1.8
event_2022_7859,30.712000,64.684,explosion,helsinki,2022-10-31T10:00:15.600000Z,0.000,1.9
event_2022_19887,31.416500,64.5906,,leb,2022-10-31T10:00:55.780000Z,0.000,2.3
event_2022_19888,7.303600,73.2684,,leb,2022-10-31T10:04:04.190000Z,0.000,3.1
event_2022_9915,7.138600,73.2871,earthquake,norsar,2022-10-31T10:04:04.399000Z,10.000,2.1
event_2022_7860,29.096000,60.507,explosion,helsinki,2022-10-31T10:19:16.900000Z,0.000,1.5
event_2022_19889,140.196900,35.5989,,leb,2022-10-31T10:48:33.450000Z,67.600,3.4
event_2022_7861,20.195000,67.869,explosion,helsinki,2022-10-31T11:34:51.500000Z,0.000,0.9
event_2022_7862,33.438000,68.215,explosion,helsinki,2022-10-31T12:04:23.000000Z,0.000,1.5
event_2022_7863,26.218000,61.666,explosion,helsinki,2022-10-31T12:39:47.000000Z,0.000,1.3
event_2022_19890,-76.171700,-2.3139,,leb,2022-10-31T13:22:44.740000Z,145.700,4.8
event_2022_19891,-23.513100,-1.1466,,leb,2022-10-31T13:23:58.040000Z,0.000,4.7
event_2022_7864,23.287000,67.42,explosion,helsinki,2022-10-31T13:31:28.400000Z,0.000,1.5
event_2022_7865,23.349000,67.432,explosion,helsinki,2022-10-31T13:38:07.100000Z,0.000,1.7
event_2022_19892,23.859200,67.4652,,leb,2022-10-31T13:38:09.030000Z,0.000,1.8
event_2022_7866,28.996000,60.647,explosion,helsinki,2022-10-31T13:53:03.400000Z,0.000,1.5
event_2022_7867,20.373000,67.777,explosion,helsinki,2022-10-31T14:14:05.800000Z,0.000,0.8
event_2022_7868,20.176000,67.822,explosion,helsinki,2022-10-31T14:32:08.900000Z,0.000,0.8
event_2022_19893,108.827500,42.6334,,leb,2022-10-31T14:34:30.450000Z,0.000,3.7
event_2022_19894,-17.675300,64.6966,,leb,2022-10-31T14:57:28.290000Z,0.000,3.5
event_2022_7869,29.069000,60.964,explosion,helsinki,2022-10-31T15:01:13.300000Z,0.000,1.7
event_2022_7870,20.317000,67.878,explosion,helsinki,2022-10-31T15:21:07.600000Z,0.000,1.1
event_2022_7871,30.486000,69.362,explosion,helsinki,2022-10-31T16:06:03.000000Z,0.000,1.3
event_2022_19895,60.494600,25.9647,,leb,2022-10-31T16:08:37.490000Z,0.000,3.9
event_2022_7872,20.154000,67.827,explosion,helsinki,2022-10-31T16:13:44.100000Z,0.000,1.2
event_2022_7873,34.303000,67.655,explosion,helsinki,2022-10-31T16:14:44.400000Z,0.000,1.9
event_2022_19896,16.060600,51.5446,,leb,2022-10-31T16:45:03.890000Z,0.000,2.8
event_2022_7874,20.186000,67.788,explosion,helsinki,2022-10-31T17:18:00.600000Z,0.000,1.1
event_2022_7875,20.195000,67.83,explosion,helsinki,2022-10-31T17:43:58.300000Z,0.000,0.9
event_2022_19897,140.660100,27.0459,,leb,2022-10-31T17:48:52.830000Z,224.200,3.4
event_2022_7876,20.261000,67.835,explosion,helsinki,2022-10-31T18:02:58.500000Z,0.000,1.2
event_2022_19898,38.576300,38.1599,,leb,2022-10-31T18:34:25.880000Z,0.000,3.4
event_2022_7877,28.587000,70.375,explosion,helsinki,2022-10-31T18:38:17.100000Z,0.000,1.0
event_2022_7878,20.085000,67.919,explosion,helsinki,2022-10-31T18:52:10.000000Z,0.000,0.8
event_2022_19899,71.569500,36.5496,,leb,2022-10-31T19:44:57.600000Z,110.900,3.6
event_2022_7879,33.770000,67.647,explosion,helsinki,2022-10-31T20:05:10.200000Z,0.000,0.9
event_2022_19900,15.515800,40.0174,,leb,2022-10-31T21:42:51.560000Z,276.400,4.3
event_2022_7880,19.980000,67.84,explosion,helsinki,2022-10-31T22:20:45.100000Z,0.000,1.4
event_2022_19901,92.617400,27.5877,,leb,2022-10-31T22:37:52.680000Z,0.000,3.5
event_2022_7881,20.600000,67.158,explosion,helsinki,2022-10-31T23:31:35.600000Z,0.000,1.4
event_2022_19902,126.701700,5.6713,,leb,2022-10-31T23:43:29.630000Z,82.300,3.6
event_2022_7882,33.614000,67.684,explosion,helsinki,2022-11-01T00:16:56.200000Z,0.000,0.9
event_2022_19903,135.352700,43.6234,,leb,2022-11-01T00:45:03.440000Z,362.900,3.6
event_2022_7883,20.047000,67.886,explosion,helsinki,2022-11-01T03:01:38.400000Z,0.000,0.8
event_2022_7884,33.722000,67.696,explosion,helsinki,2022-11-01T04:05:20.100000Z,0.000,1.2
event_2022_19904,73.071200,39.7799,,leb,2022-11-01T04:35:31.110000Z,0.000,3.1
event_2022_19905,93.064500,4.7207,,leb,2022-11-01T05:30:54.040000Z,0.000,3.9
event_2022_19906,121.550700,23.2871,,leb,2022-11-01T05:43:04.390000Z,0.000,3.9
event_2022_7885,28.189000,63.953,explosion,helsinki,2022-11-01T06:01:07.500000Z,0.000,1.1
event_2022_19907,70.889400,34.3385,,leb,2022-11-01T06:10:13.710000Z,0.000,3.7
event_2022_19908,70.557000,34.7803,,leb,2022-11-01T06:41:47.160000Z,0.000,3.7
event_2022_19909,-111.766100,27.9415,,leb,2022-11-01T07:17:34.820000Z,0.000,3.7
event_2022_19910,-105.016200,75.7571,,leb,2022-11-01T08:13:27.830000Z,0.000,3.7
event_2022_7886,20.198000,67.897,explosion,helsinki,2022-11-01T08:28:46.600000Z,0.000,1.4
event_2022_19911,122.590700,24.8223,,leb,2022-11-01T08:30:12.200000Z,127.200,4.6
event_2022_7887,26.784000,60.499,explosion,helsinki,2022-11-01T09:25:40.300000Z,0.000,0.9
event_2022_7888,28.010000,59.168,explosion,helsinki,2022-11-01T09:56:00.300000Z,0.000,1.9
event_2022_7889,29.102000,60.924,explosion,helsinki,2022-11-01T10:01:46.400000Z,0.000,1.6
event_2022_7890,33.957000,67.621,explosion,helsinki,2022-11-01T10:19:47.500000Z,0.000,1.0
event_2022_19912,153.679900,47.3824,,leb,2022-11-01T10:22:38.340000Z,0.000,2.5
event_2022_7891,27.753000,63.127,explosion,helsinki,2022-11-01T11:37:12.300000Z,0.000,1.8
event_2022_19913,27.644700,63.1067,,leb,2022-11-01T11:37:14.420000Z,0.000,2.3
event_2022_7892,20.092000,67.826,explosion,helsinki,2022-11-01T11:48:26.600000Z,0.000,1.4
event_2022_7893,29.946000,61.094,explosion,helsinki,2022-11-01T11:56:22.400000Z,0.000,1.6
event_2022_7894,28.069000,64.121,explosion,helsinki,2022-11-01T11:58:52.500000Z,0.000,1.2
event_2022_7895,25.733000,64.081,explosion,helsinki,2022-11-01T12:32:29.000000Z,0.000,1.0
event_2022_7896,22.921000,60.604,explosion,helsinki,2022-11-01T12:46:14.200000Z,0.000,1.0
event_2022_19914,127.092400,1.6367,,leb,2022-11-01T12:56:30.580000Z,118.200,4.2
event_2022_19915,94.615100,19.7125,,leb,2022-11-01T13:09:48.290000Z,54.200,4.4
event_2022_19916,18.053200,59.0594,,leb,2022-11-01T13:10:58.750000Z,0.000,1.6
event_2022_19917,-171.163900,50.6752,,leb,2022-11-01T13:33:21.850000Z,0.000,3.2
event_2022_19918,-88.907400,12.6047,,leb,2022-11-01T13:35:46.270000Z,53.500,3.8
event_2022_19919,86.821700,32.935,,leb,2022-11-01T13:48:19.590000Z,0.000,3.5
event_2022_7897,20.421000,67.144,induced or triggered event,helsinki,2022-11-01T14:00:00.100000Z,600.000,1.6
event_2022_7898,20.202000,67.842,explosion,helsinki,2022-11-01T16:29:41.300000Z,0.000,0.8
event_2022_19920,-12.201600,23.1756,,leb,2022-11-01T16:51:14.110000Z,0.000,3.8
event_2022_7899,20.625000,67.195,induced or triggered event,helsinki,2022-11-01T17:45:27.700000Z,900.000,1.6
event_2022_19921,20.555000,67.1874,,leb,2022-11-01T17:45:28.340000Z,0.000,2.2
event_2022_7900,20.407000,67.165,induced or triggered event,helsinki,2022-11-01T18:27:21.300000Z,500.000,1.6
event_2022_7901,20.632000,67.176,explosion,helsinki,2022-11-01T18:42:14.400000Z,0.000,1.2
event_2022_19922,145.663900,47.7401,,leb,2022-11-01T20:38:56.370000Z,446.000,3.0
event_2022_7902,20.587000,67.163,explosion,helsinki,2022-11-01T20:47:22.900000Z,0.000,0.8
event_2022_7903,20.560000,67.12,explosion,helsinki,2022-11-01T21:08:04.900000Z,0.000,1.0
event_2022_19923,144.103700,26.7922,,leb,2022-11-01T21:16:35.100000Z,0.000,3.3
event_2022_19924,144.182900,26.8244,,leb,2022-11-01T21:21:12.540000Z,0.000,3.4
event_2022_19925,91.948800,33.0697,,leb,2022-11-01T22:06:52.620000Z,0.000,4.2
event_2022_19926,126.833000,5.7182,,leb,2022-11-01T22:14:48.010000Z,0.000,3.8
event_2022_19927,-0.537500,84.1493,,leb,2022-11-01T22:23:59.720000Z,0.000,3.1
event_2022_7904,20.538000,67.178,explosion,helsinki,2022-11-01T23:00:32.800000Z,0.000,1.2
event_2022_7905,20.641000,67.155,explosion,helsinki,2022-11-01T23:04:08.400000Z,0.000,1.3
event_2022_19928,146.885300,18.7561,,leb,2022-11-01T23:29:21.010000Z,72.200,3.9
event_2022_19929,87.926000,53.6913,,leb,2022-11-01T23:29:59.160000Z,0.000,3.5
event_2022_19930,144.883500,42.0345,,leb,2022-11-01T23:45:52.510000Z,0.000,3.6
event_2022_7906,20.021000,67.839,explosion,helsinki,2022-11-02T00:32:30.300000Z,0.000,0.8
event_2022_7907,19.982000,67.808,explosion,helsinki,2022-11-02T00:36:23.800000Z,0.000,0.9
event_2022_7908,20.257000,67.846,explosion,helsinki,2022-11-02T00:37:31.400000Z,0.000,1.0
event_2022_7909,20.182000,67.831,explosion,helsinki,2022-11-02T00:40:59.100000Z,0.000,1.4
event_2022_19931,144.825800,13.9204,,leb,2022-11-02T00:42:29.270000Z,181.900,3.7
event_2022_7910,19.993000,67.88,explosion,helsinki,2022-11-02T00:49:20.600000Z,0.000,1.2
event_2022_7911,20.214000,67.844,explosion,helsinki,2022-11-02T02:26:51.100000Z,0.000,1.0
event_2022_19932,71.519700,36.5758,,leb,2022-11-02T03:08:03.070000Z,125.100,3.3
event_2022_7912,34.056000,67.599,explosion,helsinki,2022-11-02T04:04:18.700000Z,0.000,1.1
event_2022_7913,33.541000,67.707,explosion,helsinki,2022-11-02T04:06:34.000000Z,0.000,1.3
event_2022_7914,30.745000,69.386,explosion,helsinki,2022-11-02T04:08:53.800000Z,0.000,1.2
event_2022_19933,-133.446400,31.5173,,leb,2022-11-02T04:53:11.880000Z,0.000,5.2
event_2022_7915,34.073000,67.626,explosion,helsinki,2022-11-02T05:21:06.500000Z,0.000,1.2
event_2022_7916,33.948000,67.646,explosion,helsinki,2022-11-02T05:33:37.000000Z,0.000,1.8
event_2022_19934,34.167100,67.7126,,leb,2022-11-02T05:33:37.260000Z,0.000,2.5
event_2022_19935,-30.080800,52.2551,,leb,2022-11-02T06:32:09.780000Z,0.000,4.3
event_2022_7917,20.232000,67.772,explosion,helsinki,2022-11-02T07:15:19.900000Z,0.000,1.0
event_2022_19936,54.875300,26.1726,,leb,2022-11-02T08:07:01.720000Z,0.000,4.5
event_2022_7918,29.287000,62.898,explosion,helsinki,2022-11-02T08:08:55.800000Z,0.000,1.0
event_2022_7919,22.667000,67.988,earthquake,helsinki,2022-11-02T08:29:57.100000Z,10500.000,0.9
event_2022_19937,86.944400,32.8917,,leb,2022-11-02T08:34:48.760000Z,0.000,3.4
event_2022_19938,92.690800,41.6499,,leb,2022-11-02T09:13:23.630000Z,0.000,4.1
event_2022_7920,20.198000,67.776,explosion,helsinki,2022-11-02T09:29:39.300000Z,0.000,1.1
event_2022_19939,129.552500,26.2612,,leb,2022-11-02T10:24:08.350000Z,0.000,3.5
event_2022_7921,20.533000,67.177,explosion,helsinki,2022-11-02T10:32:11.300000Z,0.000,1.4
event_2022_7922,20.581000,67.166,explosion,helsinki,2022-11-02T10:41:24.900000Z,0.000,1.3
event_2022_7923,24.890000,63.485,explosion,helsinki,2022-11-02T10:42:34.300000Z,0.000,1.1
event_2022_7924,23.540000,61.645,explosion,helsinki,2022-11-02T10:45:38.900000Z,0.000,1.1
event_2022_19940,-105.066500,75.8049,,leb,2022-11-02T10:48:52.830000Z,0.000,4.0
event_2022_7925,29.621000,61.168,explosion,helsinki,2022-11-02T10:49:52.900000Z,0.000,1.6
event_2022_19941,16.386800,45.5602,,leb,2022-11-02T10:52:02.680000Z,0.000,3.6
event_2022_7926,20.111000,67.852,explosion,helsinki,2022-11-02T11:23:22.200000Z,0.000,0.9
event_2022_7927,24.904000,60.366,explosion,helsinki,2022-11-02T11:41:44.300000Z,0.000,1.4
event_2022_7928,26.820000,60.889,explosion,helsinki,2022-11-02T11:48:20.000000Z,0.000,1.3
event_2022_19942,0.271000,72.0477,,leb,2022-11-02T12:16:00.430000Z,0.000,3.7
event_2022_9916,0.281800,72.0693,earthquake,norsar,2022-11-02T12:16:02.223000Z,10.000,3.0
event_2022_7929,20.594000,67.174,explosion,helsinki,2022-11-02T12:23:36.400000Z,0.000,1.6
event_2022_7930,25.748000,63.003,explosion,helsinki,2022-11-02T12:57:32.800000Z,0.000,1.0
event_2022_7931,27.532000,62.855,explosion,helsinki,2022-11-02T13:00:46.100000Z,0.000,1.2
event_2022_7932,21.635000,61.415,explosion,helsinki,2022-11-02T13:05:37.600000Z,0.000,1.2
event_2022_19943,121.807400,19.5082,,leb,2022-11-02T13:07:45.420000Z,75.000,4.7
event_2022_19944,12.004100,58.9625,,leb,2022-11-02T13:09:24.380000Z,0.000,1.8
event_2022_19945,99.506900,30.0313,,leb,2022-11-02T13:15:34.400000Z,0.000,3.5
event_2022_7933,22.074000,60.876,explosion,helsinki,2022-11-02T13:21:51.800000Z,0.000,0.7
event_2022_7934,25.594000,60.294,explosion,helsinki,2022-11-02T13:28:10.700000Z,0.000,0.8
event_2022_7935,20.560000,67.127,explosion,helsinki,2022-11-02T13:42:53.000000Z,0.000,1.0
event_2022_7936,27.785000,62.404,explosion,helsinki,2022-11-02T13:52:14.200000Z,0.000,1.1
event_2022_7937,33.949000,67.792,explosion,helsinki,2022-11-02T15:40:22.700000Z,0.000,1.8
event_2022_7938,34.112000,67.639,explosion,helsinki,2022-11-02T16:09:03.300000Z,0.000,1.1
event_2022_19946,151.081500,48.3725,,leb,2022-11-02T16:20:51.730000Z,272.600,3.6
event_2022_7939,20.245000,67.784,explosion,helsinki,2022-11-02T16:25:12.500000Z,0.000,0.8
event_2022_19947,16.363700,51.4985,,leb,2022-11-02T16:27:49.510000Z,0.000,2.8
event_2022_7940,29.958000,61.1,explosion,helsinki,2022-11-02T16:30:53.400000Z,0.000,1.6
event_2022_7941,20.634000,67.174,explosion,helsinki,2022-11-02T16:54:49.900000Z,0.000,1.0
event_2022_7942,20.244000,67.85,explosion,helsinki,2022-11-02T17:05:29.600000Z,0.000,1.1
event_2022_19948,121.686900,23.7443,,leb,2022-11-02T17:35:04.290000Z,0.000,3.2
event_2022_19949,30.929600,35.9545,,leb,2022-11-02T17:41:22.190000Z,42.700,4.4
event_2022_19950,-41.485400,30.6824,,leb,2022-11-02T17:57:04.800000Z,0.000,3.8
event_2022_7943,20.858000,67.18,explosion,helsinki,2022-11-02T18:56:49.200000Z,0.000,1.2
event_2022_7944,20.575000,67.171,explosion,helsinki,2022-11-02T19:15:17.200000Z,0.000,0.9
event_2022_7945,33.985000,67.615,explosion,helsinki,2022-11-02T20:05:42.400000Z,0.000,0.9
event_2022_19951,141.925500,38.3053,,leb,2022-11-02T20:21:03.680000Z,53.100,3.1
event_2022_7946,20.075000,67.911,explosion,helsinki,2022-11-02T21:40:31.300000Z,0.000,0.9
event_2022_7947,20.586000,67.179,explosion,helsinki,2022-11-02T23:03:35.500000Z,0.000,1.3
event_2022_19952,124.876100,25.6204,,leb,2022-11-02T23:05:10.320000Z,113.000,3.8
event_2022_7948,33.997000,67.595,explosion,helsinki,2022-11-02T23:08:52.700000Z,0.000,1.3
event_2022_19953,145.852100,42.1769,,leb,2022-11-02T23:24:13.690000Z,0.000,3.3
event_2022_9917,13.519100,77.8548,earthquake,norsar,2022-11-02T23:24:57.190000Z,10.000,2.6
event_2022_19954,-91.723600,14.4695,,leb,2022-11-02T23:37:23.820000Z,61.500,4.2
event_2022_7949,20.049000,67.846,explosion,helsinki,2022-11-03T00:20:11.900000Z,0.000,1.3
event_2022_7950,20.134000,67.787,explosion,helsinki,2022-11-03T00:21:19.800000Z,0.000,1.1
event_2022_19955,57.626900,27.7817,,leb,2022-11-03T02:03:13.590000Z,0.000,3.4
event_2022_7951,20.631000,67.189,explosion,helsinki,2022-11-03T03:13:57.800000Z,0.000,1.0
event_2022_7952,20.248000,67.797,explosion,helsinki,2022-11-03T03:35:53.700000Z,0.000,0.8
event_2022_19956,125.226200,0.8369,,leb,2022-11-03T03:53:51.350000Z,0.000,3.9
event_2022_7953,30.760000,69.384,explosion,helsinki,2022-11-03T03:59:13.900000Z,0.000,1.2
event_2022_7954,33.849000,67.639,explosion,helsinki,2022-11-03T04:08:11.500000Z,0.000,1.1
event_2022_19957,26.384600,45.5704,,leb,2022-11-03T04:50:25.760000Z,151.700,4.4
event_2022_19958,20.205900,67.2127,,leb,2022-11-03T06:06:47.950000Z,0.000,2.1
event_2022_7955,20.537000,67.182,explosion,helsinki,2022-11-03T06:06:48.900000Z,0.000,1.6
event_2022_19959,128.181700,9.436,,leb,2022-11-03T07:04:16.400000Z,0.000,4.7
event_2022_19960,-148.912800,63.8202,,leb,2022-11-03T07:31:21.070000Z,98.600,3.4
event_2022_7956,27.747000,63.152,explosion,helsinki,2022-11-03T07:41:21.200000Z,0.000,1.6
event_2022_19961,-102.990000,18.5533,,leb,2022-11-03T07:44:55.420000Z,73.600,4.2
event_2022_19962,63.337000,3.6741,,leb,2022-11-03T08:16:36.050000Z,0.000,3.7
event_2022_7957,28.581000,70.372,explosion,helsinki,2022-11-03T08:26:48.100000Z,0.000,
event_2022_19963,139.368800,29.0535,,leb,2022-11-03T08:28:04.590000Z,444.900,2.7
event_2022_7958,30.604000,61.862,explosion,helsinki,2022-11-03T09:11:59.800000Z,0.000,1.9
event_2022_19964,30.532800,61.86,,leb,2022-11-03T09:12:00.120000Z,0.000,2.1
event_2022_7959,27.820000,66.823,explosion,helsinki,2022-11-03T09:13:47.200000Z,0.000,1.3
event_2022_7960,20.673000,67.159,explosion,helsinki,2022-11-03T09:38:27.400000Z,0.000,1.1
event_2022_7961,24.444000,63.196,explosion,helsinki,2022-11-03T09:59:17.800000Z,0.000,1.0
event_2022_19965,140.134900,35.5473,,leb,2022-11-03T10:02:55.100000Z,68.200,3.8
event_2022_19966,140.168300,35.5268,,leb,2022-11-03T10:04:33.290000Z,67.200,4.4
event_2022_7962,23.955000,61.547,explosion,helsinki,2022-11-03T10:24:54.000000Z,0.000,1.3
event_2022_19967,139.964400,27.9335,,leb,2022-11-03T10:45:29.730000Z,446.200,3.1
event_2022_7963,29.158000,60.573,explosion,helsinki,2022-11-03T10:46:12.600000Z,0.000,1.4
