,longitude,latitude,event_type,bulletin,origin_time,depth,magnitude
event_2022_12111,-62.032600,12.0892,,leb,2022-03-14T08:49:19.920000Z,126.900,3.5
event_2022_12112,119.379100,14.0129,,leb,2022-03-14T09:20:37.620000Z,0.000,3.3
event_2022_12113,119.279300,13.9699,,leb,2022-03-14T09:41:20.690000Z,0.000,4.3
event_2022_1940,26.716000,68.124,earthquake,helsinki,2022-03-14T09:54:25.600000Z,17800.000,0.8
event_2022_1941,27.585000,62.833,explosion,helsinki,2022-03-14T10:03:58.100000Z,0.000,0.9
event_2022_1942,24.002000,61.616,explosion,helsinki,2022-03-14T10:17:25.100000Z,0.000,1.1
event_2022_1943,23.986000,61.043,explosion,helsinki,2022-03-14T10:36:30.600000Z,0.000,1.0
event_2022_12114,24.716800,59.5214,,leb,2022-03-14T10:40:15.370000Z,0.000,2.2
event_2022_1944,24.588000,59.614,explosion,helsinki,2022-03-14T10:40:15.700000Z,0.000,1.8
event_2022_12115,119.055500,13.9837,,leb,2022-03-14T10:59:15.960000Z,0.000,4.4
event_2022_1945,22.559000,60.132,explosion,helsinki,2022-03-14T11:01:04.600000Z,0.000,1.0
event_2022_1946,25.017000,62.672,explosion,helsinki,2022-03-14T11:20:28.500000Z,0.000,0.7
event_2022_12116,158.032500,51.0385,,leb,2022-03-14T11:27:44.200000Z,46.500,4.2
event_2022_12117,158.027400,51.0087,,leb,2022-03-14T11:50:11.230000Z,49.300,3.8
event_2022_1947,22.572000,60.423,explosion,helsinki,2022-03-14T12:02:22.900000Z,0.000,1.2
event_2022_1948,33.066000,68.101,explosion,helsinki,2022-03-14T12:07:27.000000Z,0.000,1.7
event_2022_12118,119.280200,14.1241,,leb,2022-03-14T12:10:48.610000Z,0.000,3.6
event_2022_1949,21.598000,61.396,explosion,helsinki,2022-03-14T12:16:33.200000Z,0.000,1.0
event_2022_12119,38.296100,38.0124,,leb,2022-03-14T12:38:18.710000Z,0.000,4.0
event_2022_1950,22.369000,60.504,explosion,helsinki,2022-03-14T12:59:09.800000Z,0.000,0.8
event_2022_12120,119.199600,14.0216,,leb,2022-03-14T13:06:56.100000Z,0.000,4.3
event_2022_12121,144.736300,21.4642,,leb,2022-03-14T13:51:56.720000Z,0.000,3.7
event_2022_1951,25.091000,61.89,explosion,helsinki,2022-03-14T13:52:20.500000Z,0.000,1.2
event_2022_12122,98.661500,-0.5332,,leb,2022-03-14T14:12:10.740000Z,36.000,4.7
event_2022_1952,33.960000,67.63,explosion,helsinki,2022-03-14T14:25:28.900000Z,0.000,1.4
event_2022_1953,23.885000,61.401,explosion,helsinki,2022-03-14T14:29:26.600000Z,0.000,1.3
event_2022_12123,119.265600,14.1407,,leb,2022-03-14T14:31:51.930000Z,0.000,3.7
event_2022_12124,119.244400,14.0352,,leb,2022-03-14T14:37:17.450000Z,0.000,3.8
event_2022_12125,119.191100,14.065,,leb,2022-03-14T14:37:46.000000Z,0.000,3.8
event_2022_12126,119.269000,14.1511,,leb,2022-03-14T14:40:45.680000Z,0.000,4.0
event_2022_12127,119.277600,14.1238,,leb,2022-03-14T14:50:37.530000Z,0.000,4.0
event_2022_12128,119.078300,13.9552,,leb,2022-03-14T15:03:09.440000Z,0.000,3.7
event_2022_12129,119.457100,14.0705,,leb,2022-03-14T15:15:29.230000Z,60.500,3.6
event_2022_12130,119.389900,14.0806,,leb,2022-03-14T15:22:51.300000Z,0.000,3.4
event_2022_12131,119.316100,14.1002,,leb,2022-03-14T15:33:04.790000Z,0.000,4.0
event_2022_12132,119.200300,13.8791,,leb,2022-03-14T15:58:06.400000Z,0.000,3.7
event_2022_1954,25.374000,67.863,explosion,helsinki,2022-03-14T16:02:11.700000Z,0.000,0.9
event_2022_9600,8.284600,77.8157,earthquake,norsar,2022-03-14T16:56:55.567000Z,10.000,2.0
event_2022_12133,119.140700,13.9828,,leb,2022-03-14T17:51:18.150000Z,0.000,3.8
event_2022_1955,20.543000,67.182,explosion,helsinki,2022-03-14T17:59:29.100000Z,0.000,0.9
event_2022_1956,33.812000,67.711,explosion,helsinki,2022-03-14T18:03:04.900000Z,0.000,1.0
event_2022_1957,20.534000,67.172,explosion,helsinki,2022-03-14T18:25:52.900000Z,0.000,1.5
event_2022_1958,20.689000,67.14,explosion,helsinki,2022-03-14T19:47:02.700000Z,0.000,0.8
event_2022_1959,33.775000,67.694,explosion,helsinki,2022-03-14T20:05:44.800000Z,0.000,1.3
event_2022_12134,19.785400,67.5822,,leb,2022-03-14T20:41:03.650000Z,0.000,2.2
event_2022_1960,20.012000,67.91,explosion,helsinki,2022-03-14T21:33:01.200000Z,0.000,0.8
event_2022_12135,119.226100,14.126,,leb,2022-03-14T22:23:45.620000Z,0.000,4.1
event_2022_1961,20.547000,67.173,explosion,helsinki,2022-03-14T23:00:28.500000Z,0.000,1.2
event_2022_1962,20.547000,67.17,explosion,helsinki,2022-03-14T23:05:06.100000Z,0.000,1.4
event_2022_1963,20.580000,67.164,explosion,helsinki,2022-03-14T23:11:29.900000Z,0.000,1.2
event_2022_12136,119.268400,14.0976,,leb,2022-03-14T23:36:40.040000Z,0.000,4.3
event_2022_12137,82.967600,43.4257,,leb,2022-03-14T23:50:19.770000Z,0.000,3.3
event_2022_12138,93.813200,23.2728,,leb,2022-03-15T00:25:51.420000Z,0.000,4.1
event_2022_12139,119.110000,13.8704,,leb,2022-03-15T00:28:50.980000Z,0.000,3.7
event_2022_1964,20.012000,67.882,explosion,helsinki,2022-03-15T00:28:54.100000Z,0.000,1.2
event_2022_1965,20.065000,67.88,explosion,helsinki,2022-03-15T00:31:24.500000Z,0.000,1.2
event_2022_12140,72.001800,37.1167,,leb,2022-03-15T02:07:06.430000Z,160.100,3.6
event_2022_12141,95.125600,30.0391,,leb,2022-03-15T02:51:01.330000Z,0.000,3.9
event_2022_1966,30.787000,69.388,explosion,helsinki,2022-03-15T04:05:29.400000Z,0.000,1.2
event_2022_1967,33.696000,67.719,explosion,helsinki,2022-03-15T04:13:57.100000Z,0.000,1.2
event_2022_12142,119.263600,14.0827,,leb,2022-03-15T04:31:55.490000Z,0.000,4.2
event_2022_12143,119.187900,14.0321,,leb,2022-03-15T04:35:25.710000Z,0.000,3.8
event_2022_12144,-81.351200,46.7068,,leb,2022-03-15T05:03:45.770000Z,0.000,3.0
event_2022_1968,20.055000,67.867,explosion,helsinki,2022-03-15T05:33:58.300000Z,0.000,1.0
event_2022_1969,21.036000,65.613,explosion,helsinki,2022-03-15T06:03:19.800000Z,0.000,1.4
event_2022_12145,119.218000,13.9467,,leb,2022-03-15T06:22:44.050000Z,0.000,3.7
event_2022_12146,119.258300,14.0482,,leb,2022-03-15T06:28:20.200000Z,0.000,4.7
event_2022_12147,84.825500,45.5139,,leb,2022-03-15T06:36:34.690000Z,0.000,3.5
event_2022_1970,20.058000,67.786,explosion,helsinki,2022-03-15T07:28:24.600000Z,0.000,0.8
event_2022_1971,20.056000,67.89,explosion,helsinki,2022-03-15T07:57:05.400000Z,0.000,1.2
event_2022_12148,119.233600,14.1145,,leb,2022-03-15T08:05:18.320000Z,0.000,4.5
event_2022_12149,-156.951700,54.9301,,leb,2022-03-15T08:12:48.000000Z,0.000,3.8
event_2022_12150,-144.643700,69.7071,,leb,2022-03-15T08:44:02.670000Z,0.000,3.8
event_2022_12151,96.137400,2.4423,,leb,2022-03-15T09:08:48.000000Z,0.000,4.1
event_2022_12152,96.029100,2.3248,,leb,2022-03-15T09:25:49.110000Z,0.000,3.6
event_2022_1972,20.255000,67.809,explosion,helsinki,2022-03-15T09:49:17.700000Z,0.000,1.0
event_2022_1973,27.011000,67.7,explosion,helsinki,2022-03-15T10:00:04.700000Z,0.000,1.4
event_2022_12153,13.180900,66.7246,,leb,2022-03-15T10:03:40.590000Z,0.000,2.6
event_2022_9601,13.523900,66.6778,earthquake,norsar,2022-03-15T10:03:41.742000Z,0.000,2.8
event_2022_1974,26.967000,67.706,explosion,helsinki,2022-03-15T10:06:49.200000Z,0.000,1.3
event_2022_1975,19.978000,67.796,explosion,helsinki,2022-03-15T10:30:39.300000Z,0.000,1.4
event_2022_1976,27.100000,61.158,explosion,helsinki,2022-03-15T10:55:44.700000Z,0.000,1.3
event_2022_12154,144.936600,43.1305,,leb,2022-03-15T10:55:47.030000Z,85.600,3.8
event_2022_1977,24.002000,63.911,explosion,helsinki,2022-03-15T11:01:06.000000Z,0.000,1.1
event_2022_1978,20.982000,67.641,explosion,helsinki,2022-03-15T11:05:55.900000Z,0.000,1.7
event_2022_12155,21.151900,67.7727,,leb,2022-03-15T11:06:16.200000Z,0.000,2.1
event_2022_1979,24.579000,60.236,explosion,helsinki,2022-03-15T11:17:30.200000Z,0.000,0.9
event_2022_12156,139.084200,30.0512,,leb,2022-03-15T11:24:33.430000Z,375.400,3.0
event_2022_1980,27.771000,63.129,explosion,helsinki,2022-03-15T11:35:49.300000Z,0.000,1.8
event_2022_12157,27.805200,63.1059,,leb,2022-03-15T11:35:50.270000Z,0.000,2.1
event_2022_1981,23.531000,61.492,explosion,helsinki,2022-03-15T11:44:42.500000Z,0.000,1.2
event_2022_12158,122.989100,13.0555,,leb,2022-03-15T11:46:33.580000Z,0.000,4.8
event_2022_1982,23.917000,60.135,explosion,helsinki,2022-03-15T11:51:09.700000Z,0.000,1.2
event_2022_1983,29.327000,60.907,explosion,helsinki,2022-03-15T11:54:40.600000Z,0.000,1.1
event_2022_1984,25.336000,60.45,explosion,helsinki,2022-03-15T12:00:05.000000Z,0.000,1.0
event_2022_12159,98.656500,-0.5461,,leb,2022-03-15T12:12:30.620000Z,33.300,4.4
event_2022_12160,42.580800,42.0657,,leb,2022-03-15T12:25:57.340000Z,0.000,4.5
event_2022_1985,28.099000,63.978,explosion,helsinki,2022-03-15T12:31:37.000000Z,0.000,1.6
event_2022_12161,27.912100,63.9409,,leb,2022-03-15T12:31:38.700000Z,0.000,1.4
event_2022_12162,11.064600,58.057,,leb,2022-03-15T12:45:53.360000Z,0.000,2.8
event_2022_12163,11.504100,58.1628,,leb,2022-03-15T13:02:17.180000Z,0.000,2.3
event_2022_12164,101.288300,37.9023,,leb,2022-03-15T13:11:00.890000Z,0.000,3.8
event_2022_1986,27.985000,60.68,explosion,helsinki,2022-03-15T13:35:40.900000Z,0.000,0.8
event_2022_12165,11.139500,58.025,,leb,2022-03-15T14:03:33.960000Z,0.000,2.4
event_2022_1987,21.610000,60.855,explosion,helsinki,2022-03-15T14:05:40.300000Z,0.000,0.8
event_2022_12166,119.175600,14.0001,,leb,2022-03-15T14:06:52.970000Z,0.000,4.0
event_2022_12167,11.260900,58.05,,leb,2022-03-15T14:13:42.480000Z,0.000,2.3
event_2022_12168,119.482900,14.7999,,leb,2022-03-15T14:17:54.490000Z,0.000,3.8
event_2022_12169,125.733500,0.3228,,leb,2022-03-15T14:17:56.530000Z,0.000,4.5
event_2022_1988,20.192000,67.87,explosion,helsinki,2022-03-15T14:29:11.900000Z,0.000,0.9
event_2022_1989,23.116000,62.074,explosion,helsinki,2022-03-15T15:05:08.300000Z,0.000,1.2
event_2022_12170,56.659100,27.3652,,leb,2022-03-15T15:43:17.970000Z,0.000,3.9
event_2022_1990,34.140000,67.711,explosion,helsinki,2022-03-15T15:44:44.000000Z,0.000,2.0
event_2022_12171,34.019200,67.6411,,leb,2022-03-15T15:44:45.410000Z,0.000,2.1
event_2022_1991,30.644000,69.381,explosion,helsinki,2022-03-15T16:02:58.600000Z,0.000,1.3
event_2022_1992,29.785000,61.269,explosion,helsinki,2022-03-15T16:11:21.300000Z,0.000,1.1
event_2022_1993,21.611000,61.15,explosion,helsinki,2022-03-15T16:16:38.700000Z,0.000,0.8
event_2022_1994,30.605000,69.368,explosion,helsinki,2022-03-15T16:22:57.400000Z,0.000,1.0
event_2022_12172,99.495400,46.2056,,leb,2022-03-15T16:45:58.990000Z,0.000,2.6
event_2022_1995,24.682000,65.81,explosion,helsinki,2022-03-15T17:00:10.400000Z,0.000,0.9
event_2022_12173,-66.543000,9.1073,,leb,2022-03-15T17:06:43.800000Z,0.000,3.9
event_2022_12174,119.618600,14.2548,,leb,2022-03-15T17:34:26.570000Z,0.000,3.7
event_2022_12175,141.820600,31.5577,,leb,2022-03-15T17:36:50.750000Z,0.000,3.5
event_2022_12176,20.745000,67.2495,,leb,2022-03-15T18:00:17.180000Z,0.000,2.0
event_2022_1996,20.871000,67.058,explosion,helsinki,2022-03-15T18:00:17.700000Z,0.000,2.1
event_2022_12177,16.156200,51.4409,,leb,2022-03-15T18:06:05.330000Z,0.000,1.7
event_2022_12178,152.448700,54.6288,,leb,2022-03-15T18:06:23.910000Z,289.500,2.8
event_2022_12179,119.392100,14.0448,,leb,2022-03-15T18:15:46.710000Z,0.000,3.5
event_2022_1997,20.690000,67.144,explosion,helsinki,2022-03-15T18:29:33.600000Z,0.000,0.8
event_2022_12180,119.302600,14.0585,,leb,2022-03-15T18:39:00.650000Z,0.000,3.7
event_2022_12181,124.684100,45.2413,,leb,2022-03-15T18:44:30.910000Z,0.000,3.7
event_2022_12182,119.539300,14.6882,,leb,2022-03-15T19:17:42.450000Z,0.000,3.7
event_2022_12183,119.452200,14.0992,,leb,2022-03-15T19:36:46.130000Z,71.600,3.9
event_2022_12184,119.347600,13.9616,,leb,2022-03-15T19:49:37.330000Z,0.000,4.1
event_2022_12185,155.206600,51.2253,,leb,2022-03-15T19:49:55.750000Z,0.000,3.9
event_2022_1998,20.123000,67.875,explosion,helsinki,2022-03-15T19:51:54.300000Z,0.000,0.7
event_2022_1999,33.834000,67.63,explosion,helsinki,2022-03-15T20:08:52.000000Z,0.000,1.1
event_2022_12186,-31.000400,38.0811,,leb,2022-03-15T20:26:14.300000Z,0.000,4.0
event_2022_2000,20.040000,67.883,explosion,helsinki,2022-03-15T20:55:42.000000Z,0.000,1.1
event_2022_12187,147.734500,48.6512,,leb,2022-03-15T20:57:57.010000Z,475.700,2.6
event_2022_12188,122.496700,23.9485,,leb,2022-03-15T21:00:05.620000Z,0.000,3.5
event_2022_12189,119.356300,14.0175,,leb,2022-03-15T21:11:49.800000Z,0.000,3.9
event_2022_12190,119.408600,14.1305,,leb,2022-03-15T21:17:25.670000Z,0.000,3.9
event_2022_12191,93.725100,15.0366,,leb,2022-03-15T21:47:19.920000Z,0.000,3.9
event_2022_2001,30.617000,64.682,explosion,helsinki,2022-03-15T22:11:35.400000Z,0.000,1.7
event_2022_2002,20.690000,67.16,explosion,helsinki,2022-03-15T23:00:53.800000Z,0.000,1.2
event_2022_2003,20.820000,67.186,explosion,helsinki,2022-03-15T23:03:25.900000Z,0.000,1.1
event_2022_12192,72.086300,37.7236,,leb,2022-03-15T23:42:20.500000Z,328.500,2.9
event_2022_12193,119.305200,14.1258,,leb,2022-03-16T00:09:28.330000Z,0.000,3.1
event_2022_2004,20.207000,67.839,explosion,helsinki,2022-03-16T00:16:09.600000Z,0.000,1.4
event_2022_2005,20.048000,67.832,explosion,helsinki,2022-03-16T00:20:50.900000Z,0.000,1.1
event_2022_2006,20.023000,67.848,explosion,helsinki,2022-03-16T00:22:15.100000Z,0.000,1.6
event_2022_12194,121.007100,22.2444,,leb,2022-03-16T00:34:47.220000Z,0.000,3.6
event_2022_12195,119.251800,14.036,,leb,2022-03-16T00:49:48.850000Z,0.000,4.8
event_2022_12196,142.737200,37.8706,,leb,2022-03-16T02:06:23.890000Z,0.000,3.4
event_2022_12197,25.334000,34.9177,,leb,2022-03-16T02:20:17.770000Z,18.100,4.0
event_2022_12198,119.216300,14.0308,,leb,2022-03-16T02:42:00.480000Z,0.000,4.2
event_2022_12199,97.322100,0.1746,,leb,2022-03-16T02:44:29.800000Z,0.000,4.2
event_2022_12200,107.099600,-7.5252,,leb,2022-03-16T03:00:03.520000Z,50.200,5.0
event_2022_12201,77.933100,35.9568,,leb,2022-03-16T03:41:28.170000Z,27.800,3.3
event_2022_12202,-28.207700,0.8026,,leb,2022-03-16T04:03:16.610000Z,0.000,3.3
event_2022_12203,106.627000,-7.9493,,leb,2022-03-16T04:06:35.650000Z,0.000,4.0
event_2022_12204,20.314300,67.9401,,leb,2022-03-16T05:08:59.500000Z,0.000,2.2
event_2022_2007,20.569000,67.112,explosion,helsinki,2022-03-16T05:45:33.700000Z,0.000,0.9
event_2022_2008,34.080000,67.637,explosion,helsinki,2022-03-16T06:08:22.900000Z,0.000,0.9
event_2022_12205,78.049700,35.9204,,leb,2022-03-16T06:10:09.600000Z,0.000,3.6
event_2022_12206,147.478400,46.0929,,leb,2022-03-16T06:14:38.320000Z,0.000,3.8
event_2022_12207,126.836100,8.6494,,leb,2022-03-16T06:28:17.310000Z,0.000,3.9
event_2022_12208,119.237700,13.9518,,leb,2022-03-16T07:07:56.210000Z,0.000,3.7
event_2022_2009,20.023000,67.821,explosion,helsinki,2022-03-16T08:07:18.700000Z,0.000,1.6
event_2022_12209,-68.844000,18.4809,,leb,2022-03-16T09:03:05.610000Z,120.500,3.5
event_2022_12210,29.500000,61.1457,,leb,2022-03-16T09:05:16.080000Z,0.000,2.5
event_2022_2010,20.246000,67.836,explosion,helsinki,2022-03-16T09:19:43.200000Z,0.000,1.5
event_2022_12211,7.572200,56.9863,,leb,2022-03-16T11:19:01.280000Z,0.000,2.5
event_2022_9602,7.687500,56.8923,earthquake,norsar,2022-03-16T11:19:02.170000Z,15.000,1.8
event_2022_2011,34.035000,67.601,explosion,helsinki,2022-03-16T12:05:02.500000Z,0.000,1.4
event_2022_2012,33.955000,67.637,explosion,helsinki,2022-03-16T12:07:47.500000Z,0.000,1.2
event_2022_12212,74.881700,35.4701,,leb,2022-03-16T13:35:20.460000Z,0.000,4.1
event_2022_12213,75.038000,35.6125,,leb,2022-03-16T14:04:57.760000Z,65.300,3.1
event_2022_2013,33.051000,68.175,explosion,helsinki,2022-03-16T14:23:00.000000Z,0.000,1.3
event_2022_12214,141.667300,37.6616,,leb,2022-03-16T14:34:26.620000Z,53.400,5.2
event_2022_12215,141.547500,37.7088,,leb,2022-03-16T14:36:32.940000Z,59.400,6.0
event_2022_12216,141.801500,37.8779,,leb,2022-03-16T14:45:58.300000Z,74.300,4.4
event_2022_12217,141.749300,37.8604,,leb,2022-03-16T14:46:29.530000Z,55.000,4.4
event_2022_12218,141.877600,37.8329,,leb,2022-03-16T14:49:10.740000Z,66.700,4.3
event_2022_12219,141.948100,37.958,,leb,2022-03-16T15:25:36.440000Z,49.000,2.7
event_2022_12220,141.765500,37.7135,,leb,2022-03-16T15:30:19.210000Z,48.600,3.3
event_2022_12221,74.521100,35.3277,,leb,2022-03-16T15:30:36.250000Z,0.000,2.6
event_2022_12222,142.014100,37.8735,,leb,2022-03-16T15:33:00.170000Z,43.800,3.1
event_2022_12223,118.995300,14.0398,,leb,2022-03-16T15:38:06.810000Z,0.000,3.6
event_2022_12224,141.490700,37.9132,,leb,2022-03-16T15:52:29.940000Z,58.000,4.9
event_2022_12225,141.684000,37.6556,,leb,2022-03-16T15:57:18.320000Z,0.000,3.4
event_2022_2014,30.689000,69.378,explosion,helsinki,2022-03-16T16:00:25.800000Z,0.000,1.2
event_2022_12226,75.036700,35.6784,,leb,2022-03-16T16:10:43.160000Z,0.000,2.9
event_2022_12227,142.005600,37.8535,,leb,2022-03-16T16:14:27.900000Z,54.100,3.9
event_2022_2015,20.290000,67.755,explosion,helsinki,2022-03-16T16:28:15.700000Z,0.000,0.9
event_2022_2016,33.644000,67.733,explosion,helsinki,2022-03-16T16:40:39.700000Z,0.000,1.3
event_2022_12228,142.159900,37.9863,,leb,2022-03-16T16:54:31.220000Z,0.000,3.0
event_2022_12229,141.547400,37.743,,leb,2022-03-16T17:05:52.570000Z,72.700,3.7
event_2022_12230,141.723300,37.7648,,leb,2022-03-16T17:17:41.440000Z,69.400,3.8
event_2022_12231,141.574700,37.8925,,leb,2022-03-16T17:21:01.510000Z,65.700,3.4
event_2022_12232,141.723600,37.7666,,leb,2022-03-16T17:28:53.400000Z,74.300,4.0
event_2022_12233,141.853200,37.8042,,leb,2022-03-16T18:01:59.230000Z,51.200,3.2
event_2022_12234,141.560700,37.6984,,leb,2022-03-16T18:05:49.940000Z,68.500,3.6
event_2022_2017,20.458000,67.184,explosion,helsinki,2022-03-16T18:41:58.400000Z,0.000,0.9
event_2022_12235,81.100400,35.6223,,leb,2022-03-16T19:07:31.030000Z,0.000,2.7
event_2022_12236,98.367400,0.2264,,leb,2022-03-16T19:54:52.200000Z,0.000,4.0
event_2022_2018,33.983000,67.851,explosion,helsinki,2022-03-16T20:20:01.100000Z,0.000,1.1
event_2022_2019,20.591000,67.168,explosion,helsinki,2022-03-16T20:20:07.400000Z,0.000,1.2
event_2022_12237,141.817000,37.9611,,leb,2022-03-16T20:22:48.980000Z,53.100,3.2
event_2022_2020,20.242000,67.842,explosion,helsinki,2022-03-16T20:34:33.400000Z,0.000,0.9
event_2022_2021,20.083000,67.875,explosion,helsinki,2022-03-16T20:47:05.600000Z,0.000,0.9
event_2022_12238,122.072600,15.4995,,leb,2022-03-16T20:51:06.310000Z,0.000,3.9
event_2022_2022,20.590000,67.187,explosion,helsinki,2022-03-16T21:01:36.600000Z,0.000,0.9
event_2022_12239,141.833400,37.7817,,leb,2022-03-16T21:03:58.240000Z,41.000,3.5
event_2022_2023,20.577000,67.173,explosion,helsinki,2022-03-16T21:21:56.900000Z,0.000,1.5
event_2022_12240,74.610600,35.2855,,leb,2022-03-16T21:22:00.270000Z,0.000,2.8
event_2022_12241,74.959600,35.5694,,leb,2022-03-16T21:22:27.310000Z,0.000,3.3
event_2022_2024,20.259000,67.871,explosion,helsinki,2022-03-16T21:28:27.300000Z,0.000,0.9
event_2022_12242,74.875500,35.5229,,leb,2022-03-16T21:29:56.870000Z,0.000,2.7
event_2022_12243,119.270300,13.9791,,leb,2022-03-16T22:17:28.330000Z,0.000,3.9
event_2022_12244,125.386200,26.1473,,leb,2022-03-16T22:24:29.220000Z,89.300,3.4
event_2022_12245,127.481100,1.7527,,leb,2022-03-16T22:50:41.890000Z,101.800,3.8
event_2022_12246,158.055200,51.0664,,leb,2022-03-16T23:02:05.860000Z,39.000,3.2
event_2022_2025,20.573000,67.163,explosion,helsinki,2022-03-16T23:08:51.700000Z,0.000,1.3
event_2022_12247,54.616400,27.008,,leb,2022-03-16T23:15:47.620000Z,27.800,5.0
event_2022_12248,54.607500,26.8897,,leb,2022-03-16T23:27:24.780000Z,0.000,4.1
event_2022_12249,54.535800,26.952,,leb,2022-03-16T23:34:39.570000Z,0.000,4.2
event_2022_12250,141.772400,37.8141,,leb,2022-03-16T23:40:16.410000Z,62.200,3.4
event_2022_12251,30.843700,36.2283,,leb,2022-03-16T23:41:29.960000Z,0.000,3.6
event_2022_12252,143.887400,12.2723,,leb,2022-03-16T23:46:22.580000Z,42.400,3.7
event_2022_12253,139.440300,42.9493,,leb,2022-03-17T00:25:50.480000Z,216.600,3.8
event_2022_12254,97.605600,38.941,,leb,2022-03-17T00:26:01.830000Z,0.000,4.2
event_2022_12255,20.070800,67.9329,,leb,2022-03-17T00:40:17.960000Z,0.000,2.4
event_2022_12256,119.245300,14.1687,,leb,2022-03-17T00:51:13.310000Z,0.000,4.5
event_2022_12257,139.027500,33.4724,,leb,2022-03-17T01:11:53.180000Z,199.500,3.7
event_2022_12258,141.842600,37.9224,,leb,2022-03-17T01:24:21.880000Z,0.000,3.7
event_2022_12259,54.593900,26.9486,,leb,2022-03-17T02:45:00.520000Z,0.000,3.8
event_2022_12260,54.580700,26.8449,,leb,2022-03-17T02:47:59.170000Z,0.000,3.8
event_2022_12261,143.586000,11.9417,,leb,2022-03-17T02:52:25.280000Z,0.000,4.3
event_2022_12262,54.518900,27.1742,,leb,2022-03-17T03:15:02.130000Z,0.000,3.7
event_2022_2026,20.098000,67.871,explosion,helsinki,2022-03-17T03:41:13.300000Z,0.000,1.2
event_2022_2027,20.304000,67.854,explosion,helsinki,2022-03-17T03:44:30.100000Z,0.000,0.8
event_2022_2028,34.122000,67.67,explosion,helsinki,2022-03-17T04:12:45.000000Z,0.000,1.3
event_2022_2029,20.128000,67.849,explosion,helsinki,2022-03-17T04:44:06.600000Z,0.000,1.0
event_2022_12263,-45.354100,25.1485,,leb,2022-03-17T04:58:18.940000Z,0.000,4.1
event_2022_12264,124.023100,25.8337,,leb,2022-03-17T05:06:20.590000Z,195.100,4.5
event_2022_12265,-45.448000,25.1839,,leb,2022-03-17T05:13:26.600000Z,0.000,3.9
event_2022_12266,-45.298900,24.8519,,leb,2022-03-17T05:22:23.860000Z,0.000,3.8
event_2022_12267,-45.457200,25.1885,,leb,2022-03-17T05:35:23.640000Z,0.000,3.9
event_2022_2030,20.273000,67.882,explosion,helsinki,2022-03-17T05:54:40.200000Z,0.000,0.8
event_2022_12268,-45.524900,25.1775,,leb,2022-03-17T06:01:18.490000Z,0.000,4.1
event_2022_12269,-45.544700,25.1584,,leb,2022-03-17T06:02:43.760000Z,0.000,4.1
event_2022_12270,-45.453200,25.1253,,leb,2022-03-17T06:20:19.950000Z,0.000,4.0
event_2022_12271,-45.525800,25.1422,,leb,2022-03-17T06:23:30.430000Z,0.000,3.9
event_2022_12272,-45.487800,25.2638,,leb,2022-03-17T06:31:05.080000Z,0.000,4.0
event_2022_12273,74.763400,35.4946,,leb,2022-03-17T06:50:15.680000Z,0.000,3.1
event_2022_12274,-45.488500,25.1683,,leb,2022-03-17T07:05:35.650000Z,0.000,3.9
event_2022_12275,141.717900,37.614,,leb,2022-03-17T07:47:05.580000Z,60.000,3.6
event_2022_12276,-45.484100,25.1227,,leb,2022-03-17T08:01:04.610000Z,0.000,4.1
event_2022_12277,-45.404800,25.3039,,leb,2022-03-17T08:33:25.790000Z,0.000,3.8
event_2022_12278,119.266700,14.1627,,leb,2022-03-17T08:36:29.420000Z,51.700,4.6
event_2022_2031,29.987000,61.039,explosion,helsinki,2022-03-17T08:38:52.300000Z,0.000,1.6
event_2022_12279,119.031200,14.0287,,leb,2022-03-17T08:47:22.790000Z,0.000,4.0
event_2022_12280,-45.391800,25.1325,,leb,2022-03-17T09:04:12.470000Z,0.000,3.9
event_2022_2032,26.871000,60.745,explosion,helsinki,2022-03-17T09:08:46.100000Z,0.000,1.1
event_2022_12281,-45.540700,25.131,,leb,2022-03-17T09:17:22.950000Z,0.000,4.2
event_2022_12282,145.053700,43.0204,,leb,2022-03-17T09:45:10.170000Z,67.100,3.5
event_2022_12283,-45.515500,24.9765,,leb,2022-03-17T09:45:31.540000Z,0.000,3.8
event_2022_2033,26.045000,61.495,explosion,helsinki,2022-03-17T09:51:20.800000Z,0.000,1.2
event_2022_2034,30.689000,64.792,explosion,helsinki,2022-03-17T10:00:01.000000Z,0.000,2.0
event_2022_12284,31.107600,64.7506,,leb,2022-03-17T10:00:01.420000Z,0.000,2.2
event_2022_12285,-45.227600,25.6821,,leb,2022-03-17T10:08:43.550000Z,0.000,4.0
event_2022_2035,20.619000,67.185,explosion,helsinki,2022-03-17T10:17:17.500000Z,0.000,1.0
event_2022_2036,24.544000,60.233,explosion,helsinki,2022-03-17T10:22:38.400000Z,0.000,0.9
event_2022_2037,23.998000,63.949,explosion,helsinki,2022-03-17T10:28:27.000000Z,0.000,1.1
event_2022_12286,14.594500,38.6355,,leb,2022-03-17T10:31:15.520000Z,0.000,3.4
event_2022_12287,141.743100,37.7359,,leb,2022-03-17T10:43:10.790000Z,44.400,4.2
event_2022_12288,-45.334700,25.4238,,leb,2022-03-17T11:06:29.610000Z,0.000,3.8
event_2022_2038,20.191000,67.864,explosion,helsinki,2022-03-17T11:13:19.900000Z,0.000,1.0
event_2022_2039,25.178000,60.379,explosion,helsinki,2022-03-17T11:17:04.700000Z,0.000,0.8
event_2022_12289,126.410500,26.8935,,leb,2022-03-17T11:33:34.930000Z,0.000,3.3
