# Snuffler Markers File Version 0.2
2023-01-01 00:16:08.0922  0 .ARA0..BHE
2023-01-01 00:16:42.6706  0 .ARA0..BHN
2023-01-01 00:18:14.6876  0 .ARA0..BHZ
2023-01-01 00:18:47.1208  0 .ARA0..BHE
2023-01-01 00:19:20.7026  0 .ARA0..BHN
2023-01-01 00:20:20.9975  0 .ARA0..BHZ
2023-01-01 00:20:58.2334  0 .ARA0..BHE
2023-01-01 00:21:06.2202  0 .ARA0..BHE
2023-01-01 00:21:39.2987  0 .ARA0..BHN
2023-01-01 00:22:53.2741  0 .ARA0..BHZ
2023-01-01 00:25:15.2462  0 .ARA0..BHE
2023-01-01 00:25:48.4103  0 .ARA0..BHN
2023-01-01 01:04:29.3181  0 .ARA0..BHE
2023-01-01 01:05:07.5862  0 .ARA0..BHN
2023-01-01 01:18:31.7034  0 .ARA0..BHE
2023-01-01 01:19:05.7393  0 .ARA0..BHN
2023-01-01 01:21:55.6730  0 .ARA0..BHE
2023-01-01 01:22:39.3140  0 .ARA0..BHN
2023-01-01 01:22:52.4445  0 .ARA0..BHZ
2023-01-01 01:24:48.7194  0 .ARA0..BHZ
2023-01-01 01:27:08.3767  0 .ARA0..BHZ
2023-01-01 01:46:40.8131  0 .ARA0..BHN
2023-01-01 01:49:44.1569  0 .ARA0..BHE
2023-01-01 01:49:53.2644  0 .ARA0..BHE
2023-01-01 01:50:25.7006  0 .ARA0..BHN
2023-01-01 01:50:35.9434  0 .ARA0..BHN
2023-01-01 01:56:24.4542  0 .ARA0..BHZ
2023-01-01 02:06:59.2597  0 .ARA0..BHZ
2023-01-01 02:07:03.5565  0 .ARA0..BHZ
2023-01-01 02:07:30.8319  0 .ARA0..BHZ
2023-01-01 02:07:40.7332  0 .ARA0..BHZ
2023-01-01 02:07:49.8872  0 .ARA0..BHZ
2023-01-01 02:07:58.9485  0 .ARA0..BHZ
2023-01-01 02:15:49.6343  0 .ARA0..BHZ
2023-01-01 02:28:15.3012  0 .ARA0..BHE
2023-01-01 02:28:36.5302  0 .ARA0..BHN
2023-01-01 02:39:09.4866  0 .ARA0..BHN
2023-01-01 03:14:35.5910  0 .ARA0..BHZ
2023-01-01 03:19:17.6270  0 .ARA0..BHZ
2023-01-01 03:34:41.0099  0 .ARA0..BHZ
2023-01-01 03:45:43.2174  0 .ARA0..BHZ
2023-01-01 03:52:41.1503  0 .ARA0..BHE
2023-01-01 03:52:50.0241  0 .ARA0..BHZ
2023-01-01 03:53:23.0697  0 .ARA0..BHN
2023-01-01 03:53:37.2974  0 .ARA0..BHN
2023-01-01 03:54:16.3894  0 .ARA0..BHE
2023-01-01 03:54:40.1401  0 .ARA0..BHN
2023-01-01 03:59:27.0719  0 .ARA0..BHZ
2023-01-01 04:00:52.0001  0 .ARA0..BHE
2023-01-01 04:01:15.0946  0 .ARA0..BHN
2023-01-01 04:01:57.7332  0 .ARA0..BHZ
2023-01-01 04:05:23.0983  0 .ARA0..BHE
2023-01-01 04:05:47.2090  0 .ARA0..BHN
2023-01-01 04:06:35.1433  0 .ARA0..BHZ
2023-01-01 04:06:46.4215  0 .ARA0..BHZ
2023-01-01 04:12:05.3263  0 .ARA0..BHZ
2023-01-01 04:15:54.1719  0 .ARA0..BHE
2023-01-01 04:16:03.3409  0 .ARA0..BHZ
2023-01-01 04:16:34.8920  0 .ARA0..BHN
2023-01-01 04:16:48.3351  0 .ARA0..BHN
2023-01-01 04:18:09.4305  0 .ARA0..BHZ
2023-01-01 04:30:27.9326  0 .ARA0..BHE
2023-01-01 04:30:50.9590  0 .ARA0..BHN
2023-01-01 04:39:47.7861  0 .ARA0..BHZ
2023-01-01 05:03:02.5500  0 .ARA0..BHN
2023-01-01 05:08:48.7046  0 .ARA0..BHZ
2023-01-01 05:09:20.0284  0 .ARA0..BHZ
2023-01-01 05:34:00.4206  0 .ARA0..BHE
2023-01-01 05:34:33.2467  0 .ARA0..BHN
2023-01-01 05:35:41.2248  0 .ARA0..BHZ
2023-01-01 05:38:08.6415  0 .ARA0..BHZ
2023-01-01 05:52:28.8087  0 .ARA0..BHZ
2023-01-01 05:53:20.0305  0 .ARA0..BHZ
2023-01-01 06:04:36.9893  0 .ARA0..BHZ
2023-01-01 06:06:42.2298  0 .ARA0..BHZ
2023-01-01 06:06:51.1238  0 .ARA0..BHZ
2023-01-01 06:07:38.3977  0 .ARA0..BHN
2023-01-01 06:30:41.0742  0 .ARA0..BHZ
2023-01-01 06:35:26.0459  0 .ARA0..BHZ
2023-01-01 06:47:11.5828  0 .ARA0..BHE
2023-01-01 06:54:39.9148  0 .ARA0..BHN
2023-01-01 06:58:56.9481  0 .ARA0..BHE
2023-01-01 06:59:30.8259  0 .ARA0..BHN
2023-01-01 07:02:55.2000  0 .ARA0..BHZ
2023-01-01 07:09:53.0538  0 .ARA0..BHZ
2023-01-01 07:14:31.2359  0 .ARA0..BHZ
2023-01-01 07:16:30.5708  0 .ARA0..BHZ
2023-01-01 07:22:10.4044  0 .ARA0..BHZ
2023-01-01 07:32:48.0414  0 .ARA0..BHZ
2023-01-01 07:39:38.5183  0 .ARA0..BHZ
2023-01-01 07:40:19.8385  0 .ARA0..BHZ
2023-01-01 07:51:52.4249  0 .ARA0..BHZ
2023-01-01 07:55:02.2132  0 .ARA0..BHZ
2023-01-01 07:55:46.7204  0 .ARA0..BHZ
2023-01-01 08:30:16.6676  0 .ARA0..BHN
2023-01-01 08:51:57.0071  0 .ARA0..BHZ
2023-01-01 08:52:28.6060  0 .ARA0..BHN
2023-01-01 09:18:00.1110  0 .ARA0..BHE
2023-01-01 09:18:12.0729  0 .ARA0..BHZ
2023-01-01 09:18:14.9906  0 .ARA0..BHZ
2023-01-01 09:18:33.6735  0 .ARA0..BHN
2023-01-01 09:21:40.8259  0 .ARA0..BHZ
2023-01-01 09:27:52.4291  0 .ARA0..BHZ
2023-01-01 09:30:41.1883  0 .ARA0..BHE
2023-01-01 09:30:43.8057  0 .ARA0..BHE
2023-01-01 09:31:23.6976  0 .ARA0..BHN
2023-01-01 09:31:36.0713  0 .ARA0..BHN
2023-01-01 09:32:08.5653  0 .ARA0..BHE
2023-01-01 09:32:51.7435  0 .ARA0..BHN
2023-01-01 09:33:06.7246  0 .ARA0..BHN
2023-01-01 09:39:21.6751  0 .ARA0..BHZ
2023-01-01 09:39:52.7414  0 .ARA0..BHZ
2023-01-01 10:22:33.8597  0 .ARA0..BHE
2023-01-01 10:22:56.7049  0 .ARA0..BHN
2023-01-01 10:33:57.5083  0 .ARA0..BHE
2023-01-01 10:34:29.2408  0 .ARA0..BHN
2023-01-01 10:34:38.3515  0 .ARA0..BHN
2023-01-01 11:15:22.6874  0 .ARA0..BHE
2023-01-01 11:15:53.9310  0 .ARA0..BHN
2023-01-01 11:32:29.5634  0 .ARA0..BHZ
2023-01-01 11:33:25.4294  0 .ARA0..BHZ
2023-01-01 11:40:41.6763  0 .ARA0..BHZ
2023-01-01 11:42:40.6421  0 .ARA0..BHE
2023-01-01 11:43:13.8446  0 .ARA0..BHN
2023-01-01 11:43:57.6734  0 .ARA0..BHZ
2023-01-01 11:44:02.1979  0 .ARA0..BHZ
2023-01-01 11:44:26.3362  0 .ARA0..BHZ
2023-01-01 11:44:29.6336  0 .ARA0..BHZ
2023-01-01 11:44:38.6552  0 .ARA0..BHZ
2023-01-01 11:45:03.0379  0 .ARA0..BHZ
2023-01-01 12:04:05.4525  0 .ARA0..BHZ
2023-01-01 12:04:20.9105  0 .ARA0..BHZ
2023-01-01 12:05:36.2269  0 .ARA0..BHZ
2023-01-01 12:06:14.3017  0 .ARA0..BHE
2023-01-01 12:06:44.5370  0 .ARA0..BHZ
